book_id,title,authors,average_rating,ratings_count,original_publication_year,image_url,description,pages,genres
3038,Girl in Translation,Jean Kwok,3.96,34823,2010.0,https://images.gr-assets.com/books/1347022887m/7362158.jpg,An impactful story by Jean Kwok that stands as a notable entry in its genre.,388,[]
3039,Panic,Lauren Oliver,3.56,39875,2014.0,https://images.gr-assets.com/books/1374066076m/17565845.jpg,A brilliant publication by Lauren Oliver that continues to engage and inspire audiences.,196,[]
3040,Because of Low,Abbi Glines,4.14,48344,2012.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Abbi Glines exploring profound themes with memorable character depth.,309,[]
3041,Leonardo's Notebooks,Leonardo da Vinci,3.97,26626,1519.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Leonardo da Vinci that captures the imagination from start to finish.,505,[]
3042,Between Sisters,Kristin Hannah,4.0,28020,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Kristin Hannah that has resonated with readers globally.,385,[]
3043,Wayward,Blake Crouch,4.12,19208,2013.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Blake Crouch, offering a memorable and engaging reading experience.",246,[]
3044,Queste,Angie Sage,4.04,40562,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Angie Sage that stands as a notable entry in its genre.,400,[]
3045,Finding Audrey,Sophie Kinsella,3.82,38226,2015.0,https://images.gr-assets.com/books/1466835008m/23305614.jpg,A brilliant publication by Sophie Kinsella that continues to engage and inspire audiences.,537,[]
3046,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Mollie Katzen,3.95,34502,1977.0,https://images.gr-assets.com/books/1344370160m/603422.jpg,A compelling read by Mollie Katzen exploring profound themes with memorable character depth.,102,[]
3047,Fox in Socks,Dr. Seuss,4.04,40369,1965.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Dr. Seuss that captures the imagination from start to finish.,702,[]
3048,Benim Adım Kırmızı,Orhan Pamuk,3.83,27314,1998.0,https://images.gr-assets.com/books/1374015288m/2517.jpg,A captivating narrative by Orhan Pamuk that has resonated with readers globally.,286,[]
3049,The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castaneda,3.94,27784,1968.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Carlos Castaneda, offering a memorable and engaging reading experience.",452,"['Classics', 'Fantasy', 'Fiction', 'Historical', 'Non-Fiction', 'Romance']"
3050,The Sixth Man,David Baldacci,4.13,29257,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by David Baldacci that stands as a notable entry in its genre.,718,[]
3051,Stone Soup (Stories to Go!),Marcia Brown,4.23,37313,1947.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Marcia Brown that continues to engage and inspire audiences.,154,[]
3052,The Warrior Heir,Cinda Williams Chima,3.95,40346,2006.0,https://images.gr-assets.com/books/1360575642m/213647.jpg,A compelling read by Cinda Williams Chima exploring profound themes with memorable character depth.,229,[]
3053,Top Secret Twenty-One,Janet Evanovich,3.79,31294,2014.0,https://images.gr-assets.com/books/1394500766m/19004663.jpg,A beautifully crafted book by Janet Evanovich that captures the imagination from start to finish.,294,[]
3054,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,John   Williams,4.61,29409,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by John   Williams that has resonated with readers globally.,219,[]
3055,Death: the High Cost of Living,Neil Gaiman,4.21,34252,1993.0,https://images.gr-assets.com/books/1366407293m/16791.jpg,"A highly regarded work by Neil Gaiman, offering a memorable and engaging reading experience.",991,[]
3056,Christy,Catherine Marshall,4.2,37963,1967.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Catherine Marshall that stands as a notable entry in its genre.,209,[]
3057,Destroy Me,Tahereh Mafi,4.27,46793,2012.0,https://images.gr-assets.com/books/1340398466m/13623150.jpg,A brilliant publication by Tahereh Mafi that continues to engage and inspire audiences.,251,[]
3058,Gone,Lisa Gardner,4.18,32568,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Lisa Gardner exploring profound themes with memorable character depth.,396,[]
3059,Mindset: The New Psychology of Success,Carol S. Dweck,4.04,31174,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Carol S. Dweck that captures the imagination from start to finish.,170,[]
3060,"Beyond the Grave (The 39 Clues, #4)",Jude Watson,3.92,37475,2009.0,https://images.gr-assets.com/books/1385209619m/5972040.jpg,A captivating narrative by Jude Watson that has resonated with readers globally.,276,[]
3061,The Problem of Pain,C.S. Lewis,4.12,29179,1940.0,https://images.gr-assets.com/books/1328546308m/26435.jpg,"A highly regarded work by C.S. Lewis, offering a memorable and engaging reading experience.",423,['Non-Fiction']
3062,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,3.8,29552,2008.0,https://images.gr-assets.com/books/1328828013m/2527900.jpg,An impactful story by Richard H. Thaler that stands as a notable entry in its genre.,287,[]
3063,The Dark Is Rising,Susan Cooper,4.07,39881,1973.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Susan Cooper that continues to engage and inspire audiences.,331,[]
3064,Purity,Jonathan Franzen,3.59,24811,2015.0,https://images.gr-assets.com/books/1438958976m/23754479.jpg,A compelling read by Jonathan Franzen exploring profound themes with memorable character depth.,255,[]
3065,The Door to December,Richard Paige,3.94,30599,1985.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Richard Paige that captures the imagination from start to finish.,141,[]
3066,Four Blind Mice,James Patterson,3.98,33668,2002.0,https://images.gr-assets.com/books/1408929456m/53625.jpg,A captivating narrative by James Patterson that has resonated with readers globally.,424,[]
3067,True Colors,Kristin Hannah,3.89,31276,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Kristin Hannah, offering a memorable and engaging reading experience.",1003,[]
3068,Slapstick,Kurt Vonnegut Jr.,3.87,27371,1976.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Kurt Vonnegut Jr. that stands as a notable entry in its genre.,354,[]
3069,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,4.05,28674,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Nassim Nicholas Taleb that continues to engage and inspire audiences.,401,[]
3070,Labyrinth,Kate Mosse,3.55,36237,2005.0,https://images.gr-assets.com/books/1312498906m/14975.jpg,A compelling read by Kate Mosse exploring profound themes with memorable character depth.,530,[]
3071,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.92,31610,2000.0,https://images.gr-assets.com/books/1388791106m/7493.jpg,A beautifully crafted book by Joseph J. Ellis that captures the imagination from start to finish.,163,[]
3072,Forward the Foundation,Isaac Asimov,4.13,31686,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Isaac Asimov that has resonated with readers globally.,972,[]
3073,Saphirblau,Kerstin Gier,4.19,25767,2010.0,https://images.gr-assets.com/books/1327251290m/6919272.jpg,"A highly regarded work by Kerstin Gier, offering a memorable and engaging reading experience.",395,[]
3074,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,4.02,26117,2013.0,https://images.gr-assets.com/books/1358119149m/16142053.jpg,An impactful story by Lawrence Wright that stands as a notable entry in its genre.,932,[]
3075,Twilight: The Graphic Novel,Young Kim,3.74,37292,2010.0,https://images.gr-assets.com/books/1317294278m/7619292.jpg,A brilliant publication by Young Kim that continues to engage and inspire audiences.,225,[]
3076,The French Lieutenant's Woman,John Fowles,3.85,34897,1969.0,https://images.gr-assets.com/books/1466630905m/56034.jpg,A compelling read by John Fowles exploring profound themes with memorable character depth.,1042,[]
3077,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,3.93,37299,1798.0,https://images.gr-assets.com/books/1436976206m/732562.jpg,A beautifully crafted book by Samuel Taylor Coleridge that captures the imagination from start to finish.,557,[]
3078,The Paper Bag Princess,Robert Munsch,4.32,38040,1980.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Robert Munsch that has resonated with readers globally.,488,[]
3079,Tortilla Flat,John Steinbeck,3.82,30048,1935.0,https://images.gr-assets.com/books/1400859671m/163977.jpg,"A highly regarded work by John Steinbeck, offering a memorable and engaging reading experience.",403,[]
3080,King Solomon's Mines,H. Rider Haggard,3.8,31191,1885.0,https://images.gr-assets.com/books/1418964233m/23814.jpg,An impactful story by H. Rider Haggard that stands as a notable entry in its genre.,302,[]
3081,Love Unrehearsed,Tina Reber,4.26,42280,2012.0,https://images.gr-assets.com/books/1347242126m/12647642.jpg,A brilliant publication by Tina Reber that continues to engage and inspire audiences.,719,[]
3082,The Sandman: Brief Lives,Neil Gaiman,4.55,36487,1994.0,https://images.gr-assets.com/books/1339922078m/25105.jpg,A compelling read by Neil Gaiman exploring profound themes with memorable character depth.,381,[]
3083,The Return: Nightfall,L.J. Smith,3.57,40213,2009.0,https://images.gr-assets.com/books/1347414391m/3934321.jpg,A beautifully crafted book by L.J. Smith that captures the imagination from start to finish.,108,[]
3084,The People of Sparks,Jeanne DuPrau,3.65,40859,2004.0,https://images.gr-assets.com/books/1397931991m/3467.jpg,A captivating narrative by Jeanne DuPrau that has resonated with readers globally.,179,[]
3085,Narziß und Goldmund,Hermann Hesse,4.19,25544,1930.0,https://images.gr-assets.com/books/1374680750m/5954.jpg,"A highly regarded work by Hermann Hesse, offering a memorable and engaging reading experience.",313,[]
3086,The Sandman: Fables and Reflections,Neil Gaiman,4.45,35930,1990.0,https://images.gr-assets.com/books/1311961999m/25106.jpg,An impactful story by Neil Gaiman that stands as a notable entry in its genre.,422,[]
3087,The Bone Season,Samantha Shannon,3.75,27652,2013.0,https://images.gr-assets.com/books/1421412990m/17199504.jpg,A brilliant publication by Samantha Shannon that continues to engage and inspire audiences.,338,"['Classics', 'Fiction', 'Romance', 'Historical', 'Literary']"
3088,Little Dorrit,Charles Dickens,3.97,33997,1855.0,https://images.gr-assets.com/books/1496619146m/31250.jpg,A compelling read by Charles Dickens exploring profound themes with memorable character depth.,727,[]
3089,Eagle Strike,Anthony Horowitz,4.11,37051,2003.0,https://images.gr-assets.com/books/1373920729m/175004.jpg,A beautifully crafted book by Anthony Horowitz that captures the imagination from start to finish.,109,[]
3090,Valley of the Dolls,Jacqueline Susann,3.7,25210,1966.0,https://images.gr-assets.com/books/1328281855m/50833.jpg,A captivating narrative by Jacqueline Susann that has resonated with readers globally.,381,[]
3091,The Source,James A. Michener,4.3,31499,1965.0,https://images.gr-assets.com/books/1412531751m/12657.jpg,"A highly regarded work by James A. Michener, offering a memorable and engaging reading experience.",118,[]
3092,You Shall Know Our Velocity!,Dave Eggers,3.62,23985,2002.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Dave Eggers that stands as a notable entry in its genre.,552,[]
3093,ثلاثية غرناطة,Radwa Ashour,4.29,27568,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Radwa Ashour that continues to engage and inspire audiences.,331,[]
3094,We're Going on a Bear Hunt,Michael Rosen,4.27,32869,1989.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Michael Rosen exploring profound themes with memorable character depth.,450,[]
3095,Vampire Academy Collection,Richelle Mead,4.61,30166,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Richelle Mead that captures the imagination from start to finish.,208,[]
3096,Guardians of the West,David Eddings,4.09,37943,1985.0,https://images.gr-assets.com/books/1342528416m/673657.jpg,A captivating narrative by David Eddings that has resonated with readers globally.,754,[]
3097,The Search,Nora Roberts,4.11,34973,2010.0,https://images.gr-assets.com/books/1302725483m/7076706.jpg,"A highly regarded work by Nora Roberts, offering a memorable and engaging reading experience.",654,[]
3098,Honeymoon,James Patterson,3.81,30756,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by James Patterson that stands as a notable entry in its genre.,497,[]
3099,Pandora's Star,Peter F. Hamilton,4.24,28386,2004.0,https://images.gr-assets.com/books/1440699949m/45252.jpg,A brilliant publication by Peter F. Hamilton that continues to engage and inspire audiences.,324,[]
3100,How to Eat Fried Worms,Thomas Rockwell,3.75,37888,1973.0,https://images.gr-assets.com/books/1320519921m/322351.jpg,A compelling read by Thomas Rockwell exploring profound themes with memorable character depth.,496,[]
3101,The Raven and Other Poems,Edgar Allan Poe,4.3,34428,1845.0,https://images.gr-assets.com/books/1297913274m/269322.jpg,A beautifully crafted book by Edgar Allan Poe that captures the imagination from start to finish.,229,[]
3102,The Weight of Silence,Heather Gudenkauf,3.93,33235,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Heather Gudenkauf that has resonated with readers globally.,585,"['Fiction', 'Historical', 'Classics', 'Romance', 'Literary']"
3103,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,3.92,29215,2015.0,https://images.gr-assets.com/books/1415036119m/22522808.jpg,"A highly regarded work by Neil Gaiman, offering a memorable and engaging reading experience.",942,"['Classics', 'Fiction', 'Romance', 'Historical', 'Literary']"
3104,Lincoln,David Herbert Donald,4.17,25995,1995.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by David Herbert Donald that stands as a notable entry in its genre.,665,[]
3105,Magic Burns,Ilona Andrews,4.33,50899,2008.0,https://images.gr-assets.com/books/1311280284m/1811543.jpg,A brilliant publication by Ilona Andrews that continues to engage and inspire audiences.,226,[]
3106,The Quiet American,Graham Greene,3.96,30395,1955.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Graham Greene exploring profound themes with memorable character depth.,435,[]
3107,The Proposition,Katie Ashley,4.05,43605,2012.0,https://images.gr-assets.com/books/1355433171m/16062211.jpg,A beautifully crafted book by Katie Ashley that captures the imagination from start to finish.,161,[]
3108,Cause of Death,Patricia Cornwell,3.93,35742,1996.0,https://images.gr-assets.com/books/1327632787m/6541.jpg,A captivating narrative by Patricia Cornwell that has resonated with readers globally.,493,[]
3109,Master and Commander,Patrick O'Brian,4.1,31215,1969.0,https://images.gr-assets.com/books/1467992540m/77430.jpg,"A highly regarded work by Patrick O'Brian, offering a memorable and engaging reading experience.",459,"['Non-Fiction', 'YA', 'Memoir']"
3110,孫悟空と仲間たち,Akira Toriyama,4.42,27382,1985.0,https://images.gr-assets.com/books/1442541694m/969275.jpg,An impactful story by Akira Toriyama that stands as a notable entry in its genre.,114,"['Non-Fiction', 'Memoir', 'Biography', 'Fiction', 'Historical']"
3111,Revelation Space,Alastair Reynolds,3.97,30332,2000.0,https://images.gr-assets.com/books/1405532042m/89187.jpg,A brilliant publication by Alastair Reynolds that continues to engage and inspire audiences.,174,[]
3112,Private,James Patterson,3.88,31061,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by James Patterson exploring profound themes with memorable character depth.,295,[]
3113,Wicked Appetite,Janet Evanovich,3.77,38918,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Janet Evanovich that captures the imagination from start to finish.,292,[]
3114,Tales from a Not-So-Fabulous Life,Rachel Renée Russell,4.16,31712,2009.0,https://images.gr-assets.com/books/1370064528m/6054449.jpg,A captivating narrative by Rachel Renée Russell that has resonated with readers globally.,169,[]
3115,A Hunger Like No Other,Kresley Cole,4.21,49298,2006.0,https://images.gr-assets.com/books/1357616154m/14384.jpg,"A highly regarded work by Kresley Cole, offering a memorable and engaging reading experience.",442,[]
3116,A Million Suns,Beth Revis,4.04,42620,2012.0,https://images.gr-assets.com/books/1330214586m/10345927.jpg,An impactful story by Beth Revis that stands as a notable entry in its genre.,407,[]
3117,The High Lord,Trudi Canavan,4.15,33784,2002.0,https://images.gr-assets.com/books/1327357942m/28251.jpg,A brilliant publication by Trudi Canavan that continues to engage and inspire audiences.,311,[]
3118,The Valley of Amazement,Amy Tan,3.6,27628,2013.0,https://images.gr-assets.com/books/1362956150m/17383934.jpg,A compelling read by Amy Tan exploring profound themes with memorable character depth.,222,[]
3119,Three Weeks with My Brother,Nicholas Sparks,4.01,32208,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Nicholas Sparks that captures the imagination from start to finish.,657,[]
3120,The High King,Lloyd Alexander,4.26,41448,1968.0,https://images.gr-assets.com/books/1407209964m/24781.jpg,A captivating narrative by Lloyd Alexander that has resonated with readers globally.,945,[]
3121,Die for Me,Amy Plum,4.0,45756,2011.0,https://images.gr-assets.com/books/1358427893m/9462812.jpg,"A highly regarded work by Amy Plum, offering a memorable and engaging reading experience.",262,[]
3122,Gift from the Sea,Anne Morrow Lindbergh,4.18,30741,1955.0,https://images.gr-assets.com/books/1328312670m/77295.jpg,An impactful story by Anne Morrow Lindbergh that stands as a notable entry in its genre.,242,[]
3123,Confessions of an Economic Hit Man,John Perkins,3.83,19726,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by John Perkins that continues to engage and inspire audiences.,470,[]
3124,Ficciones,Jorge Luis Borges,4.47,28657,1944.0,https://images.gr-assets.com/books/1388197956m/426504.jpg,A compelling read by Jorge Luis Borges exploring profound themes with memorable character depth.,282,[]
3125,Winter Prey,John Sandford,4.24,31336,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by John Sandford that captures the imagination from start to finish.,322,[]
3126,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,4.28,28129,1925.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Ernest Hemingway that has resonated with readers globally.,546,[]
3127,Dandelion Wine,Ray Bradbury,4.08,32867,1957.0,https://images.gr-assets.com/books/1374049845m/50033.jpg,"A highly regarded work by Ray Bradbury, offering a memorable and engaging reading experience.",111,[]
3128,The Mummy,Anne Rice,3.81,34795,1989.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,An impactful story by Anne Rice that stands as a notable entry in its genre.,772,[]
3129,Switch: How to Change Things When Change Is Hard,Chip Heath,4.02,26820,2010.0,https://images.gr-assets.com/books/1422839688m/6570502.jpg,A brilliant publication by Chip Heath that continues to engage and inspire audiences.,366,[]
3130,Trail of Broken Wings,Sejal Badani,3.94,25413,2015.0,https://images.gr-assets.com/books/1427135077m/24228353.jpg,A compelling read by Sejal Badani exploring profound themes with memorable character depth.,273,[]
3131,The Collector,John Fowles,3.99,32129,1963.0,https://images.gr-assets.com/books/1394828024m/243705.jpg,A beautifully crafted book by John Fowles that captures the imagination from start to finish.,332,[]
3132,Fairest,Gail Carson Levine,3.86,50719,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Gail Carson Levine that has resonated with readers globally.,342,[]
3133,Timequake,Kurt Vonnegut Jr.,3.71,23562,1997.0,https://images.gr-assets.com/books/1405784951m/9594.jpg,"A highly regarded work by Kurt Vonnegut Jr., offering a memorable and engaging reading experience.",124,[]
3134,The Orchardist,Amanda Coplin,3.75,30121,2012.0,https://images.gr-assets.com/books/1335562453m/13540215.jpg,An impactful story by Amanda Coplin that stands as a notable entry in its genre.,858,[]
3135,One Summer: America 1927,Bill Bryson,4.06,27237,2013.0,https://images.gr-assets.com/books/1380292864m/17262366.jpg,A brilliant publication by Bill Bryson that continues to engage and inspire audiences.,359,[]
3136,Evening Class,Maeve Binchy,3.98,32639,1996.0,https://images.gr-assets.com/books/1368673760m/41967.jpg,A compelling read by Maeve Binchy exploring profound themes with memorable character depth.,457,[]
3137,The Talismans of Shannara,Terry Brooks,4.01,32139,1993.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Terry Brooks that captures the imagination from start to finish.,619,[]
3138,Anne of Windy Poplars,L.M. Montgomery,4.04,47657,1936.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by L.M. Montgomery that has resonated with readers globally.,190,[]
3139,Герой нашего времени,Mikhail Lermontov,4.11,29747,1840.0,https://images.gr-assets.com/books/1344023178m/226378.jpg,"A highly regarded work by Mikhail Lermontov, offering a memorable and engaging reading experience.",465,[]
3140,The Atonement Child,Francine Rivers,4.26,29250,1997.0,https://images.gr-assets.com/books/1406513472m/9943.jpg,An impactful story by Francine Rivers that stands as a notable entry in its genre.,298,[]
3141,Amsterdam,Ian McEwan,3.41,30469,1998.0,https://images.gr-assets.com/books/1403191209m/6862.jpg,A brilliant publication by Ian McEwan that continues to engage and inspire audiences.,582,[]
3142,Theodore Rex,Edmund Morris,4.16,29474,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Edmund Morris exploring profound themes with memorable character depth.,98,[]
3143,The Far Pavilions,M.M. Kaye,4.2,33348,1978.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by M.M. Kaye that captures the imagination from start to finish.,330,[]
3144,Nothing to Lose,Lee Child,3.9,31780,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by Lee Child that has resonated with readers globally.,244,[]
3145,Falling Into You,Jasinda Wilder,4.04,43246,2013.0,https://images.gr-assets.com/books/1363055080m/17448960.jpg,"A highly regarded work by Jasinda Wilder, offering a memorable and engaging reading experience.",454,[]
3146,Adultério,Paulo Coelho,3.01,24797,2014.0,https://images.gr-assets.com/books/1406247571m/20819682.jpg,An impactful story by Paulo Coelho that stands as a notable entry in its genre.,464,[]
3147,The Rithmatist,Brandon Sanderson,4.25,15977,2013.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A brilliant publication by Brandon Sanderson that continues to engage and inspire audiences.,229,[]
3148,The Christmas Shoes,Donna VanLiere,4.22,29216,2001.0,https://images.gr-assets.com/books/1434144615m/42172.jpg,A compelling read by Donna VanLiere exploring profound themes with memorable character depth.,228,[]
3149,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Rory Freedman,3.34,26665,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Rory Freedman that captures the imagination from start to finish.,328,[]
3150,"Mystery Man (Dream Man, #1)",Kristen Ashley,4.25,53263,2011.0,https://images.gr-assets.com/books/1483487036m/12299419.jpg,A captivating narrative by Kristen Ashley that has resonated with readers globally.,204,[]
3151,Curious George Goes to the Hospital,Margret Rey,4.22,32218,1966.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by Margret Rey, offering a memorable and engaging reading experience.",580,[]
3152,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,4.05,27007,2008.0,https://images.gr-assets.com/books/1320458276m/2054761.jpg,An impactful story by Alice Schroeder that stands as a notable entry in its genre.,280,[]
3153,The Bride,Julie Garwood,4.26,39925,1989.0,https://images.gr-assets.com/books/1334369134m/107779.jpg,A brilliant publication by Julie Garwood that continues to engage and inspire audiences.,61,[]
3154,Erak's Ransom,John Flanagan,4.31,34286,2007.0,https://images.gr-assets.com/books/1327918666m/2836109.jpg,A compelling read by John Flanagan exploring profound themes with memorable character depth.,280,[]
3155,Missing Υou,Harlan Coben,3.95,24925,2014.0,https://images.gr-assets.com/books/1373737793m/18114060.jpg,A beautifully crafted book by Harlan Coben that captures the imagination from start to finish.,188,[]
3156,Kar,Orhan Pamuk,3.55,27132,2002.0,https://images.gr-assets.com/books/1357684424m/11691.jpg,A captivating narrative by Orhan Pamuk that has resonated with readers globally.,132,[]
3157,Halt's Peril,John Flanagan,4.38,33782,2009.0,https://images.gr-assets.com/books/1327902875m/6348045.jpg,"A highly regarded work by John Flanagan, offering a memorable and engaging reading experience.",167,[]
3158,The Apprentice,Tess Gerritsen,4.14,32519,2002.0,https://images.gr-assets.com/books/1467859772m/715834.jpg,An impactful story by Tess Gerritsen that stands as a notable entry in its genre.,374,[]
3159,Betty Crocker's Cookbook,Betty Crocker,4.25,27892,1969.0,https://images.gr-assets.com/books/1431198491m/1127996.jpg,A brilliant publication by Betty Crocker that continues to engage and inspire audiences.,777,[]
3160,Elsewhere,Gabrielle Zevin,3.91,40906,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A compelling read by Gabrielle Zevin exploring profound themes with memorable character depth.,422,[]
3161,Stay Close,Harlan Coben,3.87,29812,2012.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Harlan Coben that captures the imagination from start to finish.,243,[]
3162,The Quickie,James Patterson,3.82,30608,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A captivating narrative by James Patterson that has resonated with readers globally.,460,[]
3163,Step on a Crack,James Patterson,4.0,31435,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"A highly regarded work by James Patterson, offering a memorable and engaging reading experience.",266,[]
3164,Counting by 7s,Holly Goldberg Sloan,4.16,33097,2013.0,https://images.gr-assets.com/books/1396225872m/15937108.jpg,An impactful story by Holly Goldberg Sloan that stands as a notable entry in its genre.,231,[]
3165,"Hourglass (Evernight, #3)",Claudia Gray,3.8,38662,2010.0,https://images.gr-assets.com/books/1306377308m/6421588.jpg,A brilliant publication by Claudia Gray that continues to engage and inspire audiences.,175,[]
3166,"A Kiss of Shadows (Merry Gentry, #1)",Laurell K. Hamilton,4.01,42358,2000.0,https://images.gr-assets.com/books/1486707201m/139417.jpg,A compelling read by Laurell K. Hamilton exploring profound themes with memorable character depth.,122,[]
3167,Executive Power,Vince Flynn,4.33,28205,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,A beautifully crafted book by Vince Flynn that captures the imagination from start to finish.,277,[]
